## [iView]
Converted from: NA
Date: NA
## Version:	IDF Converter 3.0.20
## IDF Version:	9
## Sample Rate:	60
## Separator Type:	Unknown
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	13712                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
Subject: NA
## Description:	description info                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Area:	800	600
## Calibration Point 0:	Position(400;300)
## Calibration Point 1:	Position(200;30)
## Calibration Point 2:	Position(760;150)
## Calibration Point 3:	Position(600;570)
## Calibration Point 4:	Position(40;450)
## [Geometry]
## Stimulus Dimension [mm]:	321	240
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	RNX1023401-1517//SMI_REDn Scientific///Binoc
## Operating System :	6.2.9200
## iView X Version:	4.2.1.0
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, RAW, DIAMETER, CR, POR, QUALITY, PLANE, EYEPOSITION, GAZEVECTOR, TRIGGER, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L Raw X [px]	L Raw Y [px]	R Raw X [px]	R Raw Y [px]	L Dia X [px]	L Dia Y [px]	L Mapped Diameter [mm]	R Dia X [px]	R Dia Y [px]	R Mapped Diameter [mm]	L CR1 X [px]	L CR1 Y [px]	L CR2 X [px]	L CR2 Y [px]	R CR1 X [px]	R CR1 Y [px]	R CR2 X [px]	R CR2 Y [px]	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Timing	L Validity	R Validity	Pupil Confidence	L Plane	R Plane	L EPOS X	L EPOS Y	L EPOS Z	R EPOS X	R EPOS Y	R EPOS Z	L GVEC X	L GVEC Y	L GVEC Z	R GVEC X	R GVEC Y	R GVEC Z	Trigger	Frame	Aux1
2180763321	SMP	1	1399.10	496.67	1165.04	489.39	18.68	18.68	4.00	20.02	20.02	4.25	1394.10	500.65	1400.33	500.80	1162.81	493.52	1169.18	493.54	380.19	302.77	394.77	342.89	0	1	1	2	-1	-1	-12.51	60.30	734.79	41.05	61.52	729.32	-0.07	0.11	-0.99	-0.01	0.11	-0.99	0		
2180779986	SMP	1	1398.78	496.80	1164.90	489.12	18.69	18.69	4.02	20.22	20.22	4.29	1394.02	500.68	1400.29	500.80	1162.78	493.60	1169.15	493.57	399.09	313.43	395.34	324.93	0	1	1	2	-1	-1	-12.49	60.26	734.33	41.04	61.47	728.97	-0.06	0.11	-0.99	0.00	0.13	-0.99	0		
2180796645	SMP	1	1399.04	496.54	1164.94	489.05	18.92	18.92	4.05	20.11	20.11	4.31	1393.96	500.57	1400.19	500.71	1162.68	493.53	1169.04	493.54	384.16	303.25	394.26	318.10	0	1	1	2	-1	-1	-12.48	60.30	734.49	41.05	61.47	728.73	-0.08	0.11	-0.99	-0.01	0.13	-0.99	0		
2180813304	SMP	1	1399.13	496.15	1164.95	488.89	18.59	18.59	4.06	20.24	20.24	4.33	1393.95	500.45	1400.08	500.43	1162.61	493.33	1168.90	493.45	379.74	290.88	391.40	313.99	0	1	1	2	-1	-1	-12.48	60.41	735.32	41.08	61.52	728.97	-0.08	0.12	-0.99	-0.02	0.13	-0.99	0		
2180829967	SMP	1	1398.92	496.35	1164.71	489.27	19.04	19.04	4.09	20.37	20.37	4.36	1393.85	500.30	1399.98	500.33	1162.55	493.28	1168.87	493.36	384.84	307.72	391.70	339.17	0	1	1	2	-1	-1	-12.46	60.48	735.74	41.08	61.51	728.65	-0.08	0.11	-0.99	-0.01	0.11	-0.99	0		
2180832300	MSG	1	# Message: 8
2180846621	SMP	1	1398.93	496.22	1164.91	488.72	18.92	18.92	4.11	20.42	20.42	4.38	1393.92	500.26	1400.07	500.29	1162.59	493.24	1168.96	493.29	388.44	303.63	390.10	311.98	0	1	1	2	-1	-1	-12.48	60.50	735.93	41.03	61.47	728.06	-0.08	0.11	-0.99	-0.01	0.13	-0.99	0		
2180863286	SMP	1	1399.02	496.22	1164.98	488.67	18.80	18.80	4.12	20.19	20.19	4.39	1394.03	500.39	1400.26	500.42	1162.84	493.23	1169.28	493.33	392.01	298.05	392.94	307.54	0	1	1	2	-1	-1	-12.51	60.44	735.57	40.89	61.37	726.85	-0.07	0.12	-0.99	0.00	0.13	-0.99	0		
2180879942	SMP	1	1399.27	496.47	1164.85	488.99	19.18	19.18	4.14	20.72	20.72	4.42	1394.14	500.55	1400.44	500.69	1163.00	493.28	1169.31	493.34	390.88	300.39	399.21	321.10	0	1	1	2	-1	-1	-12.53	60.33	734.91	40.88	61.37	726.99	-0.08	0.12	-0.99	0.01	0.12	-0.99	0		
2180896604	SMP	1	1399.43	496.77	1165.64	488.70	19.62	19.62	4.18	20.40	20.40	4.43	1394.40	500.80	1400.60	500.74	1163.23	493.18	1169.38	493.35	392.78	305.77	384.07	308.50	0	1	1	2	-1	-1	-12.59	60.33	735.30	40.91	61.47	728.09	-0.08	0.11	-0.99	-0.02	0.13	-0.99	0		
2180913265	SMP	1	1399.85	496.08	1165.77	488.44	18.77	18.77	4.17	20.59	20.59	4.44	1394.49	500.69	1400.75	500.67	1163.42	493.06	1169.61	493.25	386.81	274.39	384.18	301.07	0	1	1	2	-1	-1	-12.61	60.32	734.85	40.89	61.54	728.61	-0.09	0.14	-0.99	-0.02	0.14	-0.99	0		
2180929924	SMP	1	1399.60	496.36	1165.56	489.01	19.07	19.07	4.18	20.69	20.69	4.46	1394.49	500.83	1400.81	500.98	1163.43	493.21	1169.64	493.38	392.46	275.76	388.19	314.72	0	1	1	2	-1	-1	-12.60	60.19	733.91	40.91	61.55	729.11	-0.08	0.13	-0.99	-0.01	0.12	-0.99	0		
2180946582	SMP	1	1399.88	496.31	1165.84	488.51	18.68	18.68	4.17	20.45	20.45	4.47	1394.52	500.87	1400.83	501.03	1163.46	493.21	1169.60	493.36	385.13	263.33	380.26	294.90	0	1	1	2	-1	-1	-12.60	60.12	733.22	40.98	61.66	730.40	-0.09	0.14	-0.99	-0.02	0.14	-0.99	0		
2180963245	SMP	1	1399.88	496.44	1165.76	488.90	18.96	18.96	4.17	20.84	20.84	4.49	1394.54	500.86	1400.80	501.01	1163.43	493.19	1169.67	493.39	382.73	271.99	379.64	307.38	0	1	1	2	-1	-1	-12.59	60.10	732.91	40.97	61.64	730.15	-0.09	0.13	-0.99	-0.02	0.12	-0.99	0		
2180979902	SMP	1	0.00	0.00	1165.81	488.38	0.00	0.00	0.00	20.54	20.54	4.50	0.00	0.00	0.00	0.00	1163.40	493.10	1169.65	493.25	0.00	0.00	377.17	289.66	0	0	1	1	-1	-1	0.00	0.00	0.00	40.98	61.68	730.28	0.00	0.00	0.00	-0.02	0.14	-0.99	0		
2180996564	SMP	1	1399.78	496.26	1165.65	488.51	18.72	18.72	4.16	20.30	20.30	4.49	1394.44	500.62	1400.70	500.66	1163.42	493.01	1169.62	493.22	380.72	278.11	380.63	294.82	0	1	1	2	-1	-1	-12.56	60.14	732.59	41.03	61.76	731.09	-0.09	0.13	-0.99	-0.01	0.13	-0.99	0		
2181013223	SMP	1	1399.64	496.09	1165.23	488.32	18.85	18.85	4.16	20.29	20.29	4.49	1394.42	500.56	1400.69	500.60	1163.35	492.88	1169.59	493.13	383.72	269.85	400.24	290.09	0	1	1	2	-1	-1	-12.55	60.14	732.39	41.05	61.81	731.35	-0.08	0.13	-0.99	0.00	0.14	-0.99	0		
2181029884	SMP	1	1399.66	496.17	1165.55	488.51	18.67	18.67	4.15	20.06	20.06	4.48	1394.34	500.53	1400.59	500.51	1163.33	492.89	1169.54	493.14	379.84	276.27	381.62	296.08	0	1	1	2	-1	-1	-12.53	60.16	732.45	41.10	61.86	731.98	-0.09	0.13	-0.99	-0.01	0.13	-0.99	0		
2181046544	SMP	1	1399.57	496.09	1165.52	488.18	18.62	18.62	4.14	20.33	20.33	4.48	1394.29	500.49	1400.53	500.49	1163.27	492.86	1169.52	493.07	379.07	272.66	381.61	284.39	0	1	1	2	-1	-1	-12.52	60.15	732.33	41.11	61.88	732.08	-0.09	0.13	-0.99	-0.01	0.14	-0.99	0		
2181063207	SMP	1	1399.56	496.29	1165.63	488.29	18.60	18.60	4.13	19.71	19.71	4.46	1394.32	500.56	1400.56	500.56	1163.33	492.94	1169.49	493.17	378.44	277.56	378.32	282.80	0	1	1	2	-1	-1	-12.53	60.14	732.41	41.16	61.93	732.95	-0.08	0.12	-0.99	-0.02	0.14	-0.99	0		
2181079864	SMP	1	1399.57	496.22	1165.44	488.37	18.55	18.55	4.13	20.15	20.15	4.45	1394.35	500.62	1400.60	500.61	1163.34	493.04	1169.52	493.22	377.95	272.36	385.08	280.53	0	1	1	2	-1	-1	-12.53	60.13	732.34	41.17	61.95	733.32	-0.08	0.13	-0.99	-0.01	0.14	-0.99	0		
2181096527	SMP	1	1399.83	495.97	1165.79	488.40	18.57	18.57	4.12	20.09	20.09	4.45	1394.39	500.62	1400.65	500.68	1163.41	493.13	1169.56	493.22	373.75	262.94	378.94	278.56	0	1	1	2	-1	-1	-12.54	60.10	732.08	41.20	61.99	733.98	-0.09	0.14	-0.99	-0.02	0.14	-0.99	0		
2181113187	SMP	1	1399.72	496.41	1165.54	488.35	18.60	18.60	4.11	19.44	19.44	4.43	1394.42	500.74	1400.69	500.74	1163.40	493.17	1169.54	493.27	375.38	273.54	384.66	274.72	0	1	1	2	-1	-1	-12.54	60.05	731.80	41.24	62.04	734.63	-0.09	0.12	-0.99	-0.01	0.15	-0.99	0		
2181129848	SMP	1	1399.86	496.23	1165.61	488.78	18.47	18.47	4.11	20.06	20.06	4.43	1394.44	500.64	1400.71	500.71	1163.42	493.20	1169.62	493.28	372.61	271.91	384.48	287.44	0	1	1	2	-1	-1	-12.54	60.05	731.54	41.24	62.05	734.84	-0.09	0.13	-0.99	-0.01	0.13	-0.99	0		
2181146505	SMP	1	1399.57	496.14	1165.53	488.57	18.38	18.38	4.09	19.51	19.51	4.41	1394.40	500.66	1400.68	500.65	1163.41	493.20	1169.48	493.29	375.69	272.02	386.46	278.79	0	1	1	2	-1	-1	-12.53	60.04	731.40	41.31	62.13	735.83	-0.08	0.13	-0.99	-0.01	0.14	-0.99	0		
2181163165	SMP	1	1399.76	495.99	1165.47	488.48	18.51	18.51	4.09	19.45	19.45	4.39	1394.40	500.60	1400.60	500.64	1163.33	493.12	1169.43	493.30	373.30	268.11	387.76	277.65	0	1	1	2	-1	-1	-12.53	60.08	731.80	41.35	62.18	736.28	-0.09	0.14	-0.99	-0.01	0.14	-0.99	0		
2181179822	SMP	1	1399.43	496.19	1165.36	488.12	18.41	18.41	4.08	19.85	19.85	4.40	1394.30	500.59	1400.50	500.66	1163.23	493.05	1169.36	493.28	376.90	271.95	389.87	266.26	0	1	1	2	-1	-1	-12.51	60.10	732.07	41.39	62.21	736.55	-0.08	0.13	-0.99	-0.01	0.16	-0.99	0		
2181196492	SMP	1	1399.50	496.03	1165.32	488.29	18.16	18.16	4.07	20.28	20.28	4.41	1394.24	500.50	1400.48	500.59	1163.21	492.99	1169.34	493.26	375.14	270.44	389.01	269.86	0	1	1	2	-1	-1	-12.50	60.13	732.13	41.41	62.25	736.88	-0.09	0.13	-0.99	-0.01	0.15	-0.99	0		
2181213129	SMP	1	1399.69	495.87	1165.27	488.23	18.36	18.36	4.06	19.86	19.86	4.41	1394.22	500.38	1400.43	500.47	1163.19	492.93	1169.40	493.14	370.74	267.56	391.39	269.11	0	1	1	2	-1	-1	-12.50	60.18	732.44	41.38	62.24	736.56	-0.10	0.13	-0.99	-0.01	0.15	-0.99	0		
2181229808	SMP	1	1399.67	495.85	1165.60	488.17	18.39	18.39	4.06	20.25	20.25	4.43	1394.23	500.35	1400.53	500.36	1163.28	492.82	1169.47	492.96	370.59	268.00	387.42	270.98	0	1	1	2	-1	-1	-12.51	60.17	732.20	41.37	62.28	736.66	-0.09	0.13	-0.99	-0.02	0.14	-0.99	0		
2181246450	SMP	1	1399.72	495.95	1165.51	487.95	18.44	18.44	4.06	20.15	20.15	4.44	1394.32	500.34	1400.62	500.38	1163.36	492.79	1169.51	492.91	370.14	268.79	390.95	265.39	0	1	1	2	-1	-1	-12.53	60.15	731.93	41.38	62.32	736.99	-0.09	0.13	-0.99	-0.01	0.15	-0.99	0		
2181263115	SMP	1	1399.74	496.29	1165.45	488.47	18.94	18.94	4.08	20.00	20.00	4.44	1394.37	500.52	1400.67	500.49	1163.31	492.89	1169.51	493.06	369.61	274.41	390.46	278.37	0	1	1	2	-1	-1	-12.53	60.10	731.72	41.37	62.27	736.77	-0.09	0.12	-0.99	-0.01	0.13	-0.99	0		
2181279769	SMP	1	1399.78	495.95	1165.52	488.44	18.66	18.66	4.09	20.06	20.06	4.44	1394.43	500.64	1400.68	500.59	1163.30	493.03	1169.47	493.22	369.99	265.33	390.59	272.80	0	1	1	2	-1	-1	-12.54	60.08	731.78	41.38	62.25	736.86	-0.09	0.14	-0.99	-0.01	0.14	-0.99	0		
2181296433	SMP	1	1399.74	496.23	1165.49	488.46	18.84	18.84	4.10	20.24	20.24	4.45	1394.43	500.74	1400.62	500.74	1163.32	493.15	1169.39	493.30	369.82	266.83	389.88	270.43	0	1	1	2	-1	-1	-12.54	60.08	732.14	41.43	62.28	737.51	-0.09	0.13	-0.99	-0.01	0.14	-0.99	0		
2181313089	SMP	1	1399.59	496.55	1165.44	488.56	19.08	19.08	4.12	20.14	20.14	4.46	1394.34	500.87	1400.61	500.89	1163.30	493.19	1169.41	493.33	372.38	271.39	390.31	271.12	0	1	1	2	-1	-1	-12.53	60.04	731.98	41.44	62.30	737.81	-0.08	0.12	-0.99	-0.01	0.14	-0.99	0		
2181329756	SMP	1	1399.56	496.49	1165.30	488.77	18.72	18.72	4.12	20.10	20.10	4.46	1394.38	500.92	1400.71	500.97	1163.33	493.20	1169.42	493.34	374.20	269.67	392.44	277.00	0	1	1	2	-1	-1	-12.54	59.98	731.52	41.46	62.32	738.17	-0.08	0.13	-0.99	0.00	0.13	-0.99	0		
2181346412	SMP	1	1399.83	496.41	1165.55	488.38	18.95	18.95	4.13	20.02	20.02	4.46	1394.48	500.89	1400.76	500.89	1163.33	493.12	1169.49	493.23	371.93	269.92	390.69	268.94	0	1	1	2	-1	-1	-12.55	59.99	731.43	41.44	62.34	738.07	-0.09	0.13	-0.99	-0.01	0.15	-0.99	0		
2181363121	SMP	1	1399.93	496.30	1165.40	488.14	18.90	18.90	4.13	20.23	20.23	4.46	1394.63	500.76	1400.79	500.74	1163.41	492.98	1169.59	493.12	370.84	270.05	394.46	266.57	0	1	1	2	-1	-1	-12.58	60.07	732.02	41.41	62.35	737.85	-0.09	0.13	-0.99	0.00	0.15	-0.99	0		
2181379737	SMP	1	1399.88	495.99	1165.34	488.51	18.78	18.78	4.13	20.58	20.58	4.48	1394.64	500.52	1400.84	500.58	1163.42	492.70	1169.65	492.74	371.88	267.64	396.72	298.76	0	1	1	2	-1	-1	-12.59	60.13	732.26	41.37	62.38	737.28	-0.08	0.14	-0.99	0.00	0.12	-0.99	0		
2181396396	SMP	1	1399.81	496.10	1165.48	487.83	19.30	19.30	4.16	20.24	20.24	4.49	1394.58	500.35	1400.78	500.36	1163.35	492.41	1169.50	492.48	373.50	275.38	392.47	277.41	0	1	1	2	-1	-1	-12.59	60.21	732.57	41.41	62.46	737.46	-0.08	0.12	-0.99	-0.01	0.14	-0.99	0		
2181413056	SMP	1	1399.90	496.14	1165.45	488.37	19.36	19.36	4.18	20.59	20.59	4.50	1394.56	500.30	1400.73	500.32	1163.32	492.39	1169.44	492.43	372.74	279.71	391.69	321.38	0	1	1	2	-1	-1	-12.59	60.26	733.12	41.42	62.48	737.59	-0.09	0.12	-0.99	-0.01	0.11	-0.99	0		
2181429717	SMP	1	1399.88	496.13	1165.32	487.90	18.94	18.94	4.18	20.49	20.49	4.51	1394.58	500.39	1400.73	500.47	1163.33	492.51	1169.47	492.51	373.18	277.45	395.60	279.92	0	1	1	2	-1	-1	-12.60	60.27	733.60	41.41	62.45	737.50	-0.09	0.12	-0.99	0.00	0.14	-0.99	0		
2181446379	SMP	1	1400.02	496.51	1165.40	487.92	19.52	19.52	4.20	20.35	20.35	4.51	1394.58	500.63	1400.78	500.65	1163.36	492.79	1169.52	492.95	371.31	281.96	396.78	265.69	0	1	1	2	-1	-1	-12.60	60.23	733.66	41.40	62.35	737.39	-0.09	0.11	-0.99	0.00	0.15	-0.99	0		
2181463036	SMP	1	1399.89	496.29	1165.66	488.06	19.18	19.18	4.21	20.52	20.52	4.52	1394.61	500.88	1400.86	500.88	1163.35	493.01	1169.53	493.17	373.50	270.52	391.89	258.05	0	1	1	2	-1	-1	-12.61	60.16	733.52	41.39	62.28	737.20	-0.09	0.14	-0.99	-0.02	0.16	-0.99	0		
2181479696	SMP	1	1400.07	496.57	0.00	0.00	19.28	19.28	4.21	0.00	0.00	0.00	1394.64	500.96	1400.96	500.98	0.00	0.00	0.00	0.00	372.06	275.46	0.00	0.00	0	1	0	1	-1	-1	-12.62	60.10	732.98	0.00	0.00	0.00	-0.09	0.13	-0.99	0.00	0.00	0.00	0		
2181496362	SMP	1	1400.31	496.66	1165.65	488.19	19.49	19.49	4.23	20.88	20.88	4.54	1394.68	500.92	1400.96	500.98	1163.43	493.12	1169.56	493.21	365.67	277.71	392.52	256.26	0	1	1	2	-1	-1	-12.62	60.10	732.96	41.39	62.29	737.51	-0.10	0.12	-0.99	-0.01	0.15	-0.99	0		
2181513016	SMP	1	1399.82	496.30	1165.50	488.17	19.34	19.34	4.24	20.69	20.69	4.55	1394.61	500.77	1400.84	500.80	1163.35	493.00	1169.55	493.15	371.68	272.69	394.77	256.45	0	1	1	2	-1	-1	-12.61	60.16	733.23	41.39	62.29	737.25	-0.08	0.13	-0.99	-0.01	0.15	-0.99	0		
2181529677	SMP	1	1399.71	496.14	1165.58	488.08	19.46	19.46	4.25	20.86	20.86	4.57	1394.55	500.60	1400.75	500.62	1163.35	492.85	1169.52	493.01	373.89	272.39	391.22	257.00	0	1	1	2	-1	-1	-12.60	60.22	733.51	41.39	62.32	737.14	-0.08	0.13	-0.99	-0.01	0.15	-0.99	0		
2181546338	SMP	1	1399.72	496.20	1165.23	488.12	19.64	19.64	4.26	20.82	20.82	4.58	1394.41	500.28	1400.62	500.41	1163.28	492.61	1169.44	492.53	371.93	282.97	396.84	285.17	0	1	1	2	-1	-1	-12.57	60.30	733.67	41.41	62.40	737.18	-0.09	0.12	-0.99	0.00	0.13	-0.99	0		
2181562999	SMP	1	1399.83	496.06	1165.15	487.31	19.54	19.54	4.27	20.95	20.95	4.59	1394.35	500.23	1400.56	500.27	1163.24	492.36	1169.35	492.37	367.06	283.35	398.97	249.06	0	1	1	2	-1	-1	-12.55	60.32	733.62	41.44	62.48	737.46	-0.10	0.12	-0.99	0.00	0.16	-0.99	0		
2181579655	SMP	1	1399.64	496.15	1165.11	488.32	19.79	19.79	4.29	21.45	21.45	4.62	1394.35	500.19	1400.57	500.26	1163.23	492.42	1169.39	492.41	370.38	287.82	398.05	322.11	0	1	1	2	-1	-1	-12.55	60.33	733.69	41.42	62.45	737.29	-0.09	0.11	-0.99	0.00	0.11	-0.99	0		
2181596319	SMP	1	1399.88	496.17	1165.49	488.09	19.56	19.56	4.29	21.05	21.05	4.63	1394.44	500.29	1400.74	500.43	1163.29	492.49	1169.51	492.52	368.37	284.59	392.23	293.87	0	1	1	2	-1	-1	-12.58	60.27	733.38	41.38	62.39	736.88	-0.09	0.12	-0.99	-0.01	0.13	-0.99	0		
2181612976	SMP	1	1399.80	496.36	1165.53	488.21	20.04	20.04	4.32	21.08	21.08	4.64	1394.64	500.55	1400.82	500.61	1163.43	492.74	1169.60	492.76	373.92	284.67	394.63	280.85	0	1	1	2	-1	-1	-12.62	60.25	733.76	41.35	62.33	736.77	-0.08	0.12	-0.99	-0.01	0.13	-0.99	0		
2181629639	SMP	1	1399.79	496.63	1165.76	488.16	20.66	20.66	4.36	21.37	21.37	4.66	1394.71	500.75	1400.91	500.80	1163.51	492.88	1169.72	493.02	378.79	286.22	390.69	259.67	0	1	1	2	-1	-1	-12.64	60.20	733.75	41.30	62.25	736.45	-0.08	0.12	-0.99	-0.01	0.14	-0.99	0		
2181646294	SMP	1	1399.69	496.69	1165.63	488.85	20.22	20.22	4.38	21.16	21.16	4.67	1394.72	500.82	1401.01	500.94	1163.54	493.03	1169.77	493.17	387.58	287.04	391.80	305.75	0	1	1	2	-1	-1	-12.64	60.14	733.32	41.28	62.19	736.12	-0.07	0.12	-0.99	-0.01	0.12	-0.99	0		
2181662959	SMP	1	1400.07	496.70	1165.76	488.49	19.80	19.80	4.38	21.08	21.08	4.67	1394.66	500.79	1400.99	500.96	1163.50	493.06	1169.75	493.09	374.64	288.43	389.84	282.44	0	1	1	2	-1	-1	-12.62	60.09	732.65	41.26	62.17	735.78	-0.09	0.12	-0.99	-0.01	0.13	-0.99	0		
2181679698	SMP	1	1400.08	496.44	1165.66	488.31	19.83	19.83	4.38	21.20	21.20	4.67	1394.63	500.76	1400.91	500.85	1163.53	492.91	1169.69	493.03	373.79	284.25	391.46	278.00	0	1	1	2	-1	-1	-12.60	60.08	732.37	41.27	62.20	735.85	-0.09	0.13	-0.99	-0.01	0.14	-0.99	0		
2181696280	SMP	1	1399.78	496.73	1165.51	488.30	20.32	20.32	4.39	21.24	21.24	4.68	1394.66	500.69	1400.85	500.74	1163.52	492.72	1169.69	492.83	381.91	293.65	394.31	290.34	0	1	1	2	-1	-1	-12.60	60.13	732.62	41.27	62.23	735.75	-0.08	0.11	-0.99	0.00	0.13	-0.99	0		
2181712939	SMP	1	1399.87	496.02	1165.58	488.04	19.84	19.84	4.39	21.48	21.48	4.69	1394.66	500.48	1400.84	500.57	1163.49	492.52	1169.66	492.57	378.95	282.62	393.07	290.10	0	1	1	2	-1	-1	-12.61	60.19	732.91	41.27	62.29	735.75	-0.08	0.13	-0.99	-0.01	0.13	-0.99	0		
2181729601	SMP	1	1400.05	496.19	1165.64	488.43	20.10	20.10	4.40	21.56	21.56	4.71	1394.69	500.34	1400.88	500.44	1163.45	492.39	1169.66	492.51	374.75	289.00	389.07	320.58	0	1	1	2	-1	-1	-12.62	60.25	733.21	41.27	62.29	735.52	-0.09	0.12	-0.99	-0.01	0.11	-0.99	0		
2181746258	SMP	1	1400.04	496.04	0.00	0.00	20.06	20.06	4.40	0.00	0.00	0.00	1394.67	500.22	1400.94	500.35	0.00	0.00	0.00	0.00	376.59	287.28	0.00	0.00	0	1	0	1	-1	-1	-12.62	60.26	733.01	0.00	0.00	0.00	-0.09	0.12	-0.99	0.00	0.00	0.00	0		
2181762920	SMP	1	1399.90	495.98	1165.78	488.07	19.81	19.81	4.40	21.67	21.67	4.73	1394.62	500.24	1400.91	500.32	1163.43	492.33	1169.62	492.47	379.27	284.85	383.79	301.19	0	1	1	2	-1	-1	-12.61	60.23	732.72	41.27	62.30	735.48	-0.08	0.12	-0.99	-0.02	0.12	-0.99	0		
2181779581	SMP	1	1399.93	496.23	1165.50	488.20	20.28	20.28	4.41	21.65	21.65	4.74	1394.66	500.39	1400.87	500.44	1163.40	492.47	1169.63	492.55	379.47	286.75	386.91	300.82	0	1	1	2	-1	-1	-12.61	60.22	732.93	41.25	62.24	735.13	-0.09	0.12	-0.99	-0.01	0.12	-0.99	0		
2181796243	SMP	1	1399.89	496.62	1165.47	488.36	20.50	20.50	4.43	21.14	21.14	4.73	1394.62	500.57	1400.84	500.60	1163.41	492.71	1169.58	492.67	379.05	293.55	387.68	301.27	0	1	1	2	-1	-1	-12.60	60.18	732.97	41.27	62.21	735.27	-0.09	0.11	-0.99	-0.01	0.12	-0.99	0		
2181812899	SMP	1	1399.86	496.42	1165.30	488.43	20.15	20.15	4.43	21.17	21.17	4.72	1394.61	500.69	1400.82	500.65	1163.37	492.85	1169.52	492.95	378.41	285.85	391.02	295.95	0	1	1	2	-1	-1	-12.60	60.18	733.10	41.29	62.18	735.46	-0.08	0.12	-0.99	0.00	0.13	-0.99	0		
2181829565	SMP	1	1399.88	496.50	1165.37	488.61	20.35	20.35	4.44	21.61	21.61	4.73	1394.60	500.68	1400.81	500.66	1163.36	492.92	1169.55	493.05	376.79	287.33	391.59	300.85	0	1	1	2	-1	-1	-12.60	60.19	733.23	41.28	62.15	735.37	-0.09	0.12	-0.99	0.00	0.12	-0.99	0		
2181846218	SMP	1	1399.89	496.62	1165.50	488.62	20.43	20.43	4.45	21.41	21.41	4.74	1394.61	500.71	1400.83	500.66	1163.38	492.92	1169.55	493.04	377.49	291.10	389.19	300.46	0	1	1	2	-1	-1	-12.61	60.19	733.30	41.28	62.15	735.32	-0.09	0.11	-0.99	-0.01	0.12	-0.99	0		
2181862882	SMP	1	1399.66	496.69	1165.41	488.52	20.35	20.35	4.46	21.22	21.22	4.73	1394.61	500.65	1400.85	500.61	1163.44	492.81	1169.54	492.85	382.22	297.59	392.36	303.33	0	1	1	2	-1	-1	-12.61	60.20	733.32	41.30	62.23	735.81	-0.08	0.11	-0.99	0.00	0.12	-0.99	0		
2181879539	SMP	1	1399.64	496.32	1165.60	488.40	20.49	20.49	4.47	21.61	21.61	4.74	1394.56	500.42	1400.82	500.54	1163.37	492.64	1169.53	492.66	383.51	290.75	386.73	306.69	0	1	1	2	-1	-1	-12.60	60.22	733.10	41.31	62.28	735.94	-0.08	0.12	-0.99	-0.01	0.12	-0.99	0		
2181896202	SMP	1	1399.58	496.39	1165.27	487.63	20.56	20.56	4.48	20.84	20.84	4.72	1394.57	500.30	1400.77	500.34	1163.31	492.40	1169.37	492.40	386.70	298.50	392.36	289.03	0	1	1	2	-1	-1	-12.59	60.27	733.28	41.38	62.40	736.70	-0.07	0.11	-0.99	0.00	0.14	-0.99	0		
2181912858	SMP	1	1399.60	496.25	1165.34	488.15	20.43	20.43	4.49	21.91	21.91	4.75	1394.53	500.29	1400.75	500.24	1163.28	492.33	1169.38	492.37	388.06	297.97	389.46	309.69	0	1	1	2	-1	-1	-12.59	60.30	733.45	41.41	62.45	737.16	-0.08	0.11	-0.99	-0.01	0.12	-0.99	0		
2181929522	SMP	1	1399.63	496.13	1165.12	488.20	20.49	20.49	4.49	21.48	21.48	4.75	1394.55	500.19	1400.71	500.19	1163.24	492.29	1169.36	492.36	388.87	298.18	394.66	310.40	0	1	1	2	-1	-1	-12.60	60.36	733.99	41.44	62.49	737.54	-0.08	0.11	-0.99	0.00	0.11	-0.99	0		
2181946179	SMP	1	1399.67	496.14	1165.03	488.01	20.48	20.48	4.50	21.60	21.60	4.76	1394.56	500.28	1400.65	500.21	1163.23	492.34	1169.34	492.37	388.55	298.10	398.78	306.26	0	1	1	2	-1	-1	-12.61	60.42	734.86	41.47	62.52	738.01	-0.08	0.11	-0.99	0.01	0.12	-0.99	0		
2181962843	SMP	1	1399.84	496.24	1165.19	488.24	20.36	20.36	4.50	21.88	21.88	4.78	1394.60	500.34	1400.74	500.35	1163.26	492.47	1169.38	492.44	386.76	298.10	397.51	308.98	0	1	1	2	-1	-1	-12.63	60.42	735.21	41.48	62.52	738.26	-0.09	0.11	-0.99	0.00	0.12	-0.99	0		
2181979499	SMP	1	1399.72	496.56	1165.28	488.28	20.49	20.49	4.51	21.60	21.60	4.78	1394.61	500.50	1400.82	500.56	1163.29	492.82	1169.46	492.79	390.28	299.89	398.50	297.88	0	1	1	2	-1	-1	-12.64	60.37	735.06	41.46	62.43	738.19	-0.08	0.11	-0.99	0.00	0.13	-0.99	0		
